dataset,sensor_loc,length,actual_size,sigma,sigma_value,fold,ndg_time,kde_time,ndg_memory,kde_memory,kl_divergence,chi_squared
opportunity,RKN^,100,100,0.3,0.3,1,0.00048160552978515625,0.0005471706390380859,0.0625,0.015625,8.948365788104013e-06,1.798412304135706e-05
opportunity,RKN^,100,100,0.3,0.3,2,0.00040793418884277344,0.0004909038543701172,0.0,0.0,7.63770451968251e-06,1.5260621471950053e-05
opportunity,RKN^,100,100,0.5,0.5,0,0.00037932395935058594,0.00044798851013183594,0.0,0.0,1.2228980301954608e-05,2.643590658170149e-05
opportunity,RKN^,100,100,0.5,0.5,1,0.0003879070281982422,0.0005440711975097656,0.046875,0.0,1.2818037510013377e-05,2.7612383728872292e-05
opportunity,RKN^,100,100,0.5,0.5,2,0.001306295394897461,0.00048804283142089844,-4.90625,0.015625,1.2656589906769261e-05,2.5732899414446244e-05
opportunity,RKN^,100,100,r0.1,0.18790874932414536,0,0.00034999847412109375,0.00042510032653808594,0.0,0.0,5.5680627754296145e-06,1.1112931499865214e-05
opportunity,RKN^,100,100,r0.1,0.16037259609889748,1,0.00039124488830566406,0.0004849433898925781,0.015625,0.0,3.90579176812281e-06,7.801532666584586e-06
opportunity,RKN^,100,100,r0.1,0.21824951074826107,2,0.00035691261291503906,0.0005049705505371094,0.0,-0.09375,5.005081592172889e-06,9.99703134271014e-06
opportunity,RKN^,100,100,r0.3,0.5637262479724361,0,0.000698089599609375,0.0004868507385253906,-1.546875,0.015625,1.1592206267045917e-05,2.6148143453344375e-05
opportunity,RKN^,100,100,r0.3,0.4811177882966924,1,0.00038814544677734375,0.0008172988891601562,0.015625,0.078125,1.2958839379160125e-05,2.7547993064820276e-05
opportunity,RKN^,100,100,r0.3,0.6547485322447831,2,0.0004661083221435547,0.0005009174346923828,0.0,0.015625,1.3293937859077667e-05,2.8548549692688704e-05
opportunity,RKN^,1000,1000,0.1,0.1,0,0.006326198577880859,0.0030450820922851562,2.171875,0.0,2.8813658562987727e-08,5.762186868762037e-08
opportunity,RKN^,1000,1000,0.1,0.1,1,0.0049779415130615234,0.0035440921783447266,-1.75,0.03125,3.3890377721485656e-08,6.777294123707277e-08
opportunity,RKN^,1000,1000,0.1,0.1,2,0.003944873809814453,0.002820730209350586,0.0,0.0,2.946021569689645e-08,5.891514074942073e-08
opportunity,RKN^,1000,1000,0.3,0.3,0,0.006827116012573242,0.0032639503479003906,-1.65625,0.0,9.344319205322396e-08,1.8683416077017698e-07
opportunity,RKN^,1000,1000,0.3,0.3,1,0.004694938659667969,0.0030279159545898438,8.796875,0.0,1.0259387659604597e-07,2.0512116821136948e-07
opportunity,RKN^,1000,1000,0.3,0.3,2,0.0039751529693603516,0.0031311511993408203,0.0,0.0,9.013135088677213e-08,1.802170284013354e-07
opportunity,RKN^,1000,1000,0.5,0.5,0,0.006781101226806641,0.003194093704223633,20.625,-0.015625,1.497262858016362e-07,2.9934300083940336e-07
opportunity,RKN^,1000,1000,0.5,0.5,1,0.004261016845703125,0.0030548572540283203,0.171875,0.0,1.6209033165348282e-07,3.241458222905042e-07
